0.2772712027,0.1401379811,0.8690836463,0.3050135303,0.6198904936,0.5049393335,0.0608650052,0.6283121908,0.7146073104,0.2526513452,0.6440463484,0.677185522,0.7639038735,0.530019222,0.6386643041,0.7353810407,0.008723488,0.1340284511,0.9284171154,0.5173160763,0.0302187359
0.427904339,0.9567042187,0.5133069647,0.4697461343,0.9441403871,0.3112622717,0.5304310114,0.3214773186,0.797601567,0.5984955274,0.6731584288,0.3891244406,0.7943949561,0.7907248088,0.5987347092,0.6568404773,0.766396538,0.1115645482,0.8512365994,0.2356654465,0.8222919507
0.6329816051,0.2080179149,0.3169558241,0.795350032,0.4241961718,0.8884197017,0.5287691766,0.028383653,0.3423469811,0.1191665925,0.8283255533,0.166799651,0.5717163516,0.4976520586,0.8753287315,0.1898135212,0.9516147899,0.0166111459,0.7264770202,0.9519166746,0.0692918643
0.4186820612,0.4320125319,0.264306077,0.383373712,0.2176213201,0.2438977384,0.0669444009,0.7824086314,0.3698519283,0.7636452828,0.2238127347,0.7288571705,0.5778665888,0.76950307,0.8586005166,0.4150129284,0.6499309614,0.4621915948,0.8254624214,0.4668138403,0.0627700898
0.4198154098,0.2722106021,0.3172973052,0.0544437714,0.3297963931,0.3024900219,0.2613107876,0.0917360059,0.0276224894,0.7121103792,0.8052400116,0.8938385335,0.9977009437,0.7449340971,0.7026644541,0.1085950118,0.5775232298,0.684394947,0.775394881,0.9129435191,0.4664492513
0.1105465886,0.4080058199,0.2872051357,0.8878007352,0.2358016232,0.2232780078,0.1149879975,0.7875661758,0.8093189345,0.5521085952,0.1855578239,0.8773977204,0.6815392973,0.0332935816,0.3253539513,0.5158640851,0.3550583498,0.6008984739,0.0584799079,0.0247110294,0.0764531336
0.142937655,0.7074746052,0.10063898,0.2207840437,0.3722309938,0.3172383624,0.5062753651,0.8370340899,0.1329375988,0.4357366519,0.7413949484,0.3864489612,0.2026321364,0.3138558903,0.599445044,0.4020552116,0.2477000741,0.8946452601,0.5614348177,0.2198016889,0.7092269128
0.5048323765,0.2419187021,0.1345916247,0.1022109996,0.5328446296,0.7527911087,0.6346863936,0.0578972591,0.8901637098,0.5939795383,0.5709982526,0.7384842656,0.749686001,0.1238592559,0.973718877,0.9528563777,0.7827845436,0.8755812478,0.1854094788,0.4374738502,0.4422535253
0.2203499183,0.0989453262,0.2962843758,0.7279505127,0.684112222,0.1539929202,0.5258669022,0.0548278302,0.5423026785,0.8250673656,0.638365086,0.6985671522,0.4292375954,0.5117324637,0.765021451,0.7267179954,0.0016960154,0.6644996399,0.9450978663,0.8852206649,0.6543674708
0.8381172002,0.0377496882,0.6768488043,0.3393717596,0.0155970171,0.2336105386,0.3085202135,0.8144812305,0.8268577061,0.2334412721,0.3089738952,0.0024169771,0.5620585707,0.2942733164,0.8067398592,0.9708987212,0.2085171915,0.122413172,0.8997492764,0.8585967133,0.1651635192
0.1053078658,0.3960965521,0.9556610278,0.6441948171,0.1494766634,0.9341318814,0.1312638457,0.4191847726,0.6757991566,0.4027452448,0.5110154996,0.5244891583,0.6457218121,0.0455020364,0.4021245184,0.4308428424,0.1085095123,0.2225374862,0.9139519385,0.8850387961,0.8771306063
0.7735720836,0.4709206372,0.780682089,0.2481287675,0.2721282582,0.4416553581,0.2859317402,0.6522654775,0.3489263827,0.9616022427,0.9772695874,0.3430863782,0.9875912172,0.9300954469,0.1056371665,0.9853851308,0.6085983697,0.6165328177,0.2752173801,0.3987584288,0.8485057253
0.9356347839,0.3233333927,0.8721126302,0.349555163,0.6812261908,0.4948779304,0.1534496644,0.3089870098,0.602768648,0.8084960651,0.4474095868,0.497710422,0.0193716396,0.5336718071,0.4527623514,0.2833982631,0.0596553363,0.3393234943,0.1775063453,0.6928946173,0.8683489253
0.602329086,0.384903011,0.6769322202,0.5510200811,0.4247266963,0.2234179744,0.6039803622,0.3861225757,0.3921028307,0.7270645679,0.1744015849,0.7515772266,0.0862707262,0.3003481185,0.926180311,0.3375001557,0.6654101265,0.9340607721,0.1451512649,0.0452442401,0.9858607553
0.1045241767,0.0373806482,0.7356188372,0.2262512838,0.4343165544,0.6492657451,0.0816279875,0.4795952737,0.3409966735,0.2647087395,0.8038269049,0.822286458,0.597486137,0.4411348263,0.5926239064,0.5294286317,0.8386399519,0.1078476657,0.9891670461,0.5558125676,0.3292414638
0.3283374364,0.2535033749,0.994243386,0.7083846549,0.140334089,0.0067314781,0.7315675228,0.0494333095,0.1309319614,0.070707338,0.6997337275,0.4744439106,0.6926759662,0.4584915972,0.8247640162,0.9804024373,0.7254408512,0.2297615143,0.3796967137,0.8982171079,0.4025969577
0.6970412102,0.9366410066,0.3597170761,0.1117318792,0.0376615655,0.6110002507,0.6094199524,0.0469877273,0.1223020175,0.2713785196,0.5782189651,0.4747526626,0.0541133008,0.0625266761,0.3717550002,0.7386411071,0.4290051278,0.2766812233,0.8742192038,0.4268088496,0.423136265
0.192249169,0.8736061538,0.0635753683,0.6648206218,0.2712908382,0.3056776481,0.8339477463,0.2202726074,0.819491508,0.5539317514,0.8751210148,0.292519944,0.516644107,0.6920935075,0.3407975995,0.6511700682,0.5789958518,0.5968746604,0.3821781758,0.3070534671,0.6952324754
